season,episode,title,rating,votes,episode_year
1,1,Into the Ring,8.4,20350,2015
1,2,Cut Man,8.9,19559,2015
1,3,Rabbit in a Snowstorm,8.2,16565,2015
1,4,In the Blood,8.6,16090,2015
1,5,World on Fire,8.7,15582,2015
1,6,Condemned,8.9,15970,2015
1,7,Stick,8.5,15310,2015
1,8,Shadows in the Glass,8.9,15479,2015
1,9,Speak of the Devil,9.1,15962,2015
1,10,Nelson v. Murdock,8.4,14752,2015
1,11,The Path of the Righteous,8.7,14590,2015
1,12,The Ones We Leave Behind,8.6,14208,2015
1,13,Daredevil,9.3,18216,2015
2,1,Bang,8.8,15173,2016
2,2,Dogs to a Gunfight,8.6,13744,2016
2,3,New York's Finest,9.4,17947,2016
2,4,Penny and Dime,9.4,17121,2016
2,5,Kinbaku,8.1,14875,2016
2,6,Regrets Only,8.4,12289,2016
2,7,Semper Fidelis,8.5,12169,2016
2,8,Guilty as Sin,9,13220,2016
2,9,Seven Minutes in Heaven,9.4,15470,2016
2,10,The Man in the Box,9,12727,2016
2,11,.380,8.6,11908,2016
2,12,The Dark at the End of the Tunnel,8.8,12153,2016
2,13,A Cold Day in Hell's Kitchen,9.1,14389,2016
3,1,Resurrection,8.2,11638,2018
3,2,Please,8.5,10916,2018
3,3,No Good Deed,8.4,10551,2018
3,4,Blindsided,9.5,17038,2018
3,5,The Perfect Game,8.8,11362,2018
3,6,The Devil You Know,9.5,13930,2018
3,7,Aftermath,8.7,10640,2018
3,8,Upstairs/Downstairs,9,10863,2018
3,9,Revelations,9.1,10805,2018
3,10,Karen,8.6,11608,2018
3,11,Reunion,9.1,10712,2018
3,12,One Last Shot,9.3,11569,2018
3,13,A New Napkin,9.6,16846,2018
